image,caption
COCO_train2014_000000483418.jpg,"A picture of a dish consisting of a variety of vegetables and lemons ."
COCO_train2014_000000483418.jpg,"The meal on the plate is ready to be eaten ."
COCO_train2014_000000483418.jpg,"Plate of pasta with lemon and broccoli mixed in it ."
COCO_train2014_000000483418.jpg,"A plate of linguine with red peppers , broccoli and lemon slices ."
COCO_train2014_000000483418.jpg,"A plate of spaghetti with broccoli and tomatoes"
COCO_train2014_000000116402.jpg,"A family playing video games in front of the television ."
COCO_train2014_000000116402.jpg,"Children and adults play on a wii in a living room"
COCO_train2014_000000116402.jpg,"a family in the living room playing with a wii video game"
COCO_train2014_000000116402.jpg,"A group of people with remotes in a room ."
COCO_train2014_000000116402.jpg,"A family playing an energetic video game together ."
COCO_train2014_000000325963.jpg,"A herd of sheep grazing on top of a green field ."
COCO_train2014_000000325963.jpg,"A flock of white sheep in a field ."
COCO_train2014_000000325963.jpg,"A field has a herd of sheep and cattle freely roaming around ."
COCO_train2014_000000325963.jpg,"A herd of sheep grazing on a large pasture ."
COCO_train2014_000000325963.jpg,"Sheep graze in a lush green pasture in front of houses ."
COCO_train2014_000000226812.jpg,"a ball player standing in a field with his right hand on his right hip"
COCO_train2014_000000226812.jpg,"A baseball player stands in a field waiting for some action ."
COCO_train2014_000000226812.jpg,"Uniformed baseball fielder waiting for play to resume ."
COCO_train2014_000000226812.jpg,"The baseball player is waiting on the next baseball play ."
COCO_train2014_000000226812.jpg,"A baseball player with a catcher 's mitt watches during a game ."
COCO_train2014_000000295116.jpg,"A tall clock tower with a couple of bells on it ."
COCO_train2014_000000295116.jpg,"A picture of a bell tower with a clock face ."
COCO_train2014_000000295116.jpg,"A tower has two bells and a large clock ."
COCO_train2014_000000295116.jpg,"A clock tower on top of a roof with two bells above it ."
COCO_train2014_000000295116.jpg,"The clock is displayed on the side of the bell tower ."
COCO_train2014_000000052813.jpg,"A man looks up in order to make a tennis serve ."
COCO_train2014_000000052813.jpg,"A man playing tennis on a green tennis court in a white uniform ."
COCO_train2014_000000052813.jpg,"A man rared back with his tennis racquet on a tennis court ."
COCO_train2014_000000052813.jpg,"A man leans back as he prepares to hit the ball ."
COCO_train2014_000000052813.jpg,"A photo of a man hitting a tennis ball ."
COCO_train2014_000000510756.jpg,"Lone park bench within a icy park with surrounding trees ."
COCO_train2014_000000510756.jpg,"An orange bench in an urban park area"
COCO_train2014_000000510756.jpg,"a park bench sits next to a tree"
COCO_train2014_000000510756.jpg,"A bench that is sitting under a tree ."
COCO_train2014_000000510756.jpg,"An orange park bench in a sunny park"
COCO_train2014_000000417402.jpg,"A group of elephants standing under a roof over plants ."
COCO_train2014_000000417402.jpg,"Two elephants beneath a shelter stand in leaves ."
COCO_train2014_000000417402.jpg,"Two elephants are standing close together under a shed ."
COCO_train2014_000000417402.jpg,"Elephants are standing in the shade under a canopy ."
COCO_train2014_000000417402.jpg,"Two elephants standing under a roofed area ."
COCO_train2014_000000221257.jpg,"a street sign sits in front of a street"
COCO_train2014_000000221257.jpg,"A street sign on the corer of Oak Patch and W 16th"
COCO_train2014_000000221257.jpg,"The street signs are visible for all of us to see ."
COCO_train2014_000000221257.jpg,"A sign names the streets at an intersection ."
COCO_train2014_000000221257.jpg,"A car passing by a street sign that says Oak Patch ."
COCO_train2014_000000034086.jpg,"Different types of vegetables sitting on top of a wooden counter ."
COCO_train2014_000000034086.jpg,"Bagged vegetables , potatoes , lettuce , and tied carrots on a cutting board ."
COCO_train2014_000000034086.jpg,"A variety of herbs and vegetables on a table ."
COCO_train2014_000000034086.jpg,"Carrots , beets , cabbage , potatoes , and various greens on a kitchen counter ."
COCO_train2014_000000034086.jpg,"Fruits and vegetables sitting on a wood surface ."
COCO_train2014_000000013770.jpg,"A black cat in front of a wooden bookshelf ."
COCO_train2014_000000013770.jpg,"A surprised looking black cat by a bookcase"
COCO_train2014_000000013770.jpg,"Black cat sitting in front of a bookshelf ."
COCO_train2014_000000013770.jpg,"A black cat sitting next to a bookshelf ."
COCO_train2014_000000013770.jpg,"A black cat staring into the light in front of a bookshelf ."
COCO_train2014_000000018792.jpg,"three elephants walking around some bushes and trees"
COCO_train2014_000000018792.jpg,"Three elephants in a secluded area with green trees ."
COCO_train2014_000000018792.jpg,"Three elephants walking on sand in natural wildlife area ."
COCO_train2014_000000018792.jpg,"a herd of elephants walk into some trees"
COCO_train2014_000000018792.jpg,"Three elephants walking from one side of the field to the other"
COCO_train2014_000000093496.jpg,"A pasture with sheep inside a fence"
COCO_train2014_000000093496.jpg,"A herd of cattle standing on top of a grass field ."
COCO_train2014_000000093496.jpg,"There is a picture of an outside region ."
COCO_train2014_000000093496.jpg,"A fenced pasture of sheep that are grazing on grass ."
COCO_train2014_000000093496.jpg,"A bunch of animals that are standing in the grass ."
COCO_train2014_000000013763.jpg,"A man standing next to a gray elephant ."
COCO_train2014_000000013763.jpg,"An elephant holding the tail of the elephant in front ."
COCO_train2014_000000013763.jpg,"Elephant holding onto the tail of another elephant with its trunk ."
COCO_train2014_000000013763.jpg,"A elephant grabbing another elephants tail with its trunk ."
COCO_train2014_000000013763.jpg,"An elephant is holding another elephant 's tail with its trunk ."
COCO_train2014_000000260604.jpg,"A scale model replica of double deck buses and a parking lot ."
COCO_train2014_000000260604.jpg,"a toy set of many cars and buses parked near each other"
COCO_train2014_000000260604.jpg,"A scene made from Lego bricks , including a parking lot with cars , buses , and semi trucks ."
COCO_train2014_000000260604.jpg,"A group of red double decker buses parked next to each other ."
COCO_train2014_000000260604.jpg,"Fake trains , cars , bikes , and people on a fake road ."
COCO_train2014_000000342885.jpg,"A black dog moving with a green toy in its mouth ."
COCO_train2014_000000342885.jpg,"the dog is holding a frisbee in its moouth"
COCO_train2014_000000342885.jpg,"a small black dog is playing with a green toy"
COCO_train2014_000000342885.jpg,"A black dog holds a stuffed Frisbee in its mouth ."
COCO_train2014_000000342885.jpg,"A black dog that is holding a green frisbee in its mouth ."
COCO_train2014_000000435556.jpg,"Woman shopping for vegetables in an outside market ."
COCO_train2014_000000435556.jpg,"The customers picked tomatoes and vegetables from the vendor ."
COCO_train2014_000000435556.jpg,"A woman standing next to an older man in a farmers market ."
COCO_train2014_000000435556.jpg,"A woman and man stand in a market next to vegetables ."
COCO_train2014_000000435556.jpg,"A woman holding a package of tomatoes at a farmers market ."
COCO_train2014_000000267516.jpg,"Dog lying near wall with hat and other items nearby on sidewalk ."
COCO_train2014_000000267516.jpg,"A dog on the sidewalk with a hat upside down in front of it ."
COCO_train2014_000000267516.jpg,"A large brown dog laying next to a doorway ."
COCO_train2014_000000267516.jpg,"A dog is laying outdoors near a hat , bottle , and backpack ."
COCO_train2014_000000267516.jpg,"A dog lies on the sidewalk next to an upturned hat and a bag ."
COCO_train2014_000000177625.jpg,"A group of people are playing wii together in a living room ."
COCO_train2014_000000177625.jpg,"A large male and small female are standing in the middle of a room holding Wii remotes ."
COCO_train2014_000000177625.jpg,"The people are playing video games together ."
COCO_train2014_000000177625.jpg,"A man and a women who are playing video games ."
COCO_train2014_000000177625.jpg,"A man and woman play Wii games in a casual gathering of friends in an apartment ."
COCO_train2014_000000368956.jpg,"a number of people riding skis on a snowy surface"
COCO_train2014_000000368956.jpg,"A group of people racing each other on skis ."
COCO_train2014_000000368956.jpg,"There are some people skiing in the snow ."
COCO_train2014_000000368956.jpg,"A SKIING COMPETITION SKIING ON THE WHITE SLOPES ON A COLD DAY"
COCO_train2014_000000368956.jpg,"Skiers and officials at the start of a race in the woods ."
COCO_train2014_000000015644.jpg,"A woman sitting in front of a laptop computer ."
COCO_train2014_000000015644.jpg,"A woman works on her laptop while a cameraman records an event in the background ."
COCO_train2014_000000015644.jpg,"A woman uses a laptop computer in a busy area ."
COCO_train2014_000000015644.jpg,"a coupe of people that are sitting at a laptop"
COCO_train2014_000000015644.jpg,"a woman on her laptop sitting at a table in a room"
COCO_train2014_000000040966.jpg,"A traffic light indicating Green for the Bicycle lane"
COCO_train2014_000000040966.jpg,"A traffic light depicts a picture of a glowing bicycle ."
COCO_train2014_000000040966.jpg,"A traffic light signals that bicyclists have a green light ."
COCO_train2014_000000040966.jpg,"A street light displaying a green bicycle sign ."
COCO_train2014_000000040966.jpg,"A traffic light with a green bicycle over the green"
COCO_train2014_000000372660.jpg,"A group of people standing under a blue tent ."
COCO_train2014_000000372660.jpg,"some peple eating hot dogs during an eating contest"
COCO_train2014_000000372660.jpg,"A bunch of people eating food in an eating contest ."
COCO_train2014_000000372660.jpg,"People stand and eat hot dogs under a tent ."
COCO_train2014_000000372660.jpg,"A bunch of people all lined up in a row with some food ."
COCO_train2014_000000431407.jpg,"A giraffe and her calf walk in a zoo enclosure ."
COCO_train2014_000000431407.jpg,"Large and a small giraffe in a fenced in location ."
COCO_train2014_000000431407.jpg,"A baby giraffe and its mother at the zoo ."
COCO_train2014_000000431407.jpg,"Two giraffes stand side by side at a zoo ."
COCO_train2014_000000431407.jpg,"A big zebra and a baby zebra standing inside a fenced in area"
COCO_train2014_000000166761.jpg,"a plane taking off from the airport very fast"
COCO_train2014_000000166761.jpg,"A private airplane is taking off to the sky ."
COCO_train2014_000000166761.jpg,"a airplane that is on a runway by some grass"
COCO_train2014_000000166761.jpg,"Small airplane in the process of taking off ."
COCO_train2014_000000166761.jpg,"A small plane that is sitting on a runway ."
COCO_train2014_000000316676.jpg,"a street light with a layer of snow on a metal pole next to a street ."
COCO_train2014_000000316676.jpg,"an image of a traffic light that is covered with snow"
COCO_train2014_000000316676.jpg,"A traffic signal at an intersection covered in snow ."
COCO_train2014_000000316676.jpg,"The street light is covered in a thin layer of snow"
COCO_train2014_000000316676.jpg,"A traffic light covered in snow next to a building ."
COCO_train2014_000000500712.jpg,"A red bronco truck sitting by a bicycle leaning on a rail ."
COCO_train2014_000000500712.jpg,"A block bike is propped up on the fence railing as a red 40-wheel drive truck is parked behind it ."
COCO_train2014_000000500712.jpg,"A bike leaning on a railing next to a red pickup truck"
COCO_train2014_000000500712.jpg,"A car that is parked on the side of the road ."
COCO_train2014_000000500712.jpg,"A bicycle is locked to a fence by a truck ."
COCO_train2014_000000312697.jpg,"A kitten rests its head and sleeps on a keyboard ."
COCO_train2014_000000312697.jpg,"A sleeping cat 's head is resting on a keyboard ."
COCO_train2014_000000312697.jpg,"a cat laying on a white computer keyboard"
COCO_train2014_000000312697.jpg,"A cute cat is asleep on a white keyboard ."
COCO_train2014_000000312697.jpg,"A white and gray cat laying down on a keyboard ."
COCO_train2014_000000286279.jpg,"The ocean with a surfboard , waves and a person ."
COCO_train2014_000000286279.jpg,"A beach scene with a surfboard laying on the sand ."
COCO_train2014_000000286279.jpg,"A surfboard laying on a beach next to the ocean ."
COCO_train2014_000000286279.jpg,"A surfboard lying on a beach near water ."
COCO_train2014_000000286279.jpg,"A surf board leans on the sand near the ocean ."
COCO_train2014_000000543588.jpg,"A man riding a wave on a surfboard ."
COCO_train2014_000000543588.jpg,"A person is on a surfboard on the water ."
COCO_train2014_000000543588.jpg,"A man on a surfboard riding an ocean wave ."
COCO_train2014_000000543588.jpg,"A stylized photo of a person on a surfboard ."
COCO_train2014_000000543588.jpg,"A man is in the ocean riding a wave ."
COCO_train2014_000000322726.jpg,"A duck of many colors including blue , orange , yellow and red is in the foliage while another duck is close by in the water ."
COCO_train2014_000000322726.jpg,"Two brightly colored birds in the tall grass ."
COCO_train2014_000000322726.jpg,"Two identical birds sit amongst a grassy field ."
COCO_train2014_000000322726.jpg,"Two colorful birds are sitting in a green bush ."
COCO_train2014_000000322726.jpg,"Two birds that are sitting on some brush ."
COCO_train2014_000000159634.jpg,"a few cars that has kites flying above"
COCO_train2014_000000159634.jpg,"A truck parked under a blue cloudy sky ."
COCO_train2014_000000159634.jpg,"The lemonade truck is parked and ready for customers ."
COCO_train2014_000000159634.jpg,"A food truck that sells soft frozen lemonade that is parked near other cars and kites are flying overhead ."
COCO_train2014_000000159634.jpg,"Kites fill the sky above a lemonade truck ."
COCO_train2014_000000290153.jpg,"The table has four chairs and food on the top ."
COCO_train2014_000000290153.jpg,"A dining table and chairs sit near a kitchen ."
COCO_train2014_000000290153.jpg,"This rustic style kitchen has storage for lots of cookware and gadgets for the avid cook ."
COCO_train2014_000000290153.jpg,"a kitchen with an orange dining table and orange curtains"
COCO_train2014_000000290153.jpg,"A kitchen with a large wooden table and a sliding glass door ."
COCO_train2014_000000131364.jpg,"A group of people flying kites in a field ."
COCO_train2014_000000131364.jpg,"A crowd of people flying colorful kites on a sandy beach ."
COCO_train2014_000000131364.jpg,"Crowds of people are at the beach with squid and octopus wind streamers above ."
COCO_train2014_000000131364.jpg,"A group of people flying kites together ."
COCO_train2014_000000131364.jpg,"Many people flying kites on a cloudy day ."
COCO_train2014_000000271250.jpg,"A group of people standing on top of a lush green field ."
COCO_train2014_000000271250.jpg,"Men playing frisbee on a lighted court"
COCO_train2014_000000271250.jpg,"A group of people on a field with a Frisbee ."
COCO_train2014_000000271250.jpg,"a man is holding a frisbee in his hand"
COCO_train2014_000000271250.jpg,"Three boys run on a green field , one throwing a Frisbee ."
COCO_train2014_000000104426.jpg,"A white plate topped with a sandwich and greens ."
COCO_train2014_000000104426.jpg,"A large plate with a burger and a side of spinach ."
COCO_train2014_000000104426.jpg,"A pulled pork sandwich and greens on a tin plate ."
COCO_train2014_000000104426.jpg,"Collard greens and a chicken sandwich sit on a plate ."
COCO_train2014_000000104426.jpg,"a beef sandwich on a white plate and some vegetables"
COCO_train2014_000000066067.jpg,"A big blue and white two level city bus on a street ."
COCO_train2014_000000066067.jpg,"A large blue bus on a city street ."
COCO_train2014_000000066067.jpg,"a double decker bus drives through a city"
COCO_train2014_000000066067.jpg,"A bus that is driving down a street ."
COCO_train2014_000000066067.jpg,"A white and blue double decker bus parked next to a bus stop ."
COCO_train2014_000000170193.jpg,"A boy sitting down and eating a hot dog ."
COCO_train2014_000000170193.jpg,"A boy eating a hot dog in a crowded building ."
COCO_train2014_000000170193.jpg,"A little boy is eating a hot dog in a crowd ."
COCO_train2014_000000170193.jpg,"A young kid eating a hot dog in a crowded lace ."
COCO_train2014_000000170193.jpg,"The boy takes a bite of a hotdog ."
COCO_train2014_000000567085.jpg,"A group of young men riding skateboards at a skate park ."
COCO_train2014_000000567085.jpg,"A group of kits playing in a skate park"
COCO_train2014_000000567085.jpg,"There are many skateboarders gathered at a skate park"
COCO_train2014_000000567085.jpg,"Several people are skateboarding in a skate park ."
COCO_train2014_000000567085.jpg,"People skateboard on ramps by the beach ."
COCO_train2014_000000373153.jpg,"A large brown dog standing on the side of a small road ."
COCO_train2014_000000373153.jpg,"A cow crossing the road in front of a car"
COCO_train2014_000000373153.jpg,"A big brown cow crosses a countryside road ."
COCO_train2014_000000373153.jpg,"There is a large furry animal crossing a road"
COCO_train2014_000000373153.jpg,"A wholly yak is walking across a road close to a car ."
COCO_train2014_000000314282.jpg,"Doorway view of bathroom with a sink , toilet and mirror ."
COCO_train2014_000000314282.jpg,"An old , small residential bathroom with blue curtains"
COCO_train2014_000000314282.jpg,"A doorway leading in to an all white bathroom"
COCO_train2014_000000314282.jpg,"This is a small but neat and clean bathroom ."
COCO_train2014_000000314282.jpg,"A bathroom has a sink , a toilet , and a window ."
COCO_train2014_000000184037.jpg,"A traffic light at a busy intersection ."
COCO_train2014_000000184037.jpg,"The streetlight has several different colored lights ."
COCO_train2014_000000184037.jpg,"A traffic light is sitting next to a pole"
COCO_train2014_000000184037.jpg,"an odd looking traffic light with fourteen lights on it"
COCO_train2014_000000184037.jpg,"A traffic light displays instructions on a busy street ."
COCO_train2014_000000204612.jpg,"a barhroom with wall tiles and a big bathtub"
COCO_train2014_000000204612.jpg,"A bathroom that has a toilet in it ."
COCO_train2014_000000204612.jpg,"The interior of a bathroom with a cat sitting on an unfinished floor ."
COCO_train2014_000000204612.jpg,"A bathroom of some sort with white fixtures in it ."
COCO_train2014_000000204612.jpg,"A bathroom with a white toilet next to a sink ."
COCO_train2014_000000478403.jpg,"a red white and blue airplane taking off from the runway"
COCO_train2014_000000478403.jpg,"a airplane that is flying through the sky"
COCO_train2014_000000478403.jpg,"The airplane is in ascent from the airport ."
COCO_train2014_000000478403.jpg,"A delta airplane is taking off the ground ."
COCO_train2014_000000478403.jpg,"a plane just taking off from the airport"
COCO_train2014_000000082140.jpg,"A kitchen with a window , stove , and cabinets ."
COCO_train2014_000000082140.jpg,"A kitchen with large windows and many cabinets ."
COCO_train2014_000000082140.jpg,"A center island in a kitchen next to a window ."
COCO_train2014_000000082140.jpg,"An empty kitchen in a house with an island station ."
COCO_train2014_000000082140.jpg,"a small table in a home kitchen area"
COCO_train2014_000000188380.jpg,"A small modern hotel room with curtained windows"
COCO_train2014_000000188380.jpg,"A hotel room with a bedroom , chair , desk , and television ."
COCO_train2014_000000188380.jpg,"A bed sitting in a bedroom next to a window ."
COCO_train2014_000000188380.jpg,"A nicely furnished bedroom in a hotel room ."
COCO_train2014_000000188380.jpg,"a white bed with a blanket on top of it"
COCO_train2014_000000116746.jpg,"A parking meter sitting next to a patch of grass ."
COCO_train2014_000000116746.jpg,"A payment machine sits in front of a fence ."
COCO_train2014_000000116746.jpg,"A machine that dispenses tickets for some mode of transportation ."
COCO_train2014_000000116746.jpg,"A mechanized steel parking machine in front of a wooden fence ."
COCO_train2014_000000116746.jpg,"A blue faced machine for printing parking passes ."
COCO_train2014_000000511255.jpg,"A bathroom with a checkered floor and a white toilet next to a sink ."
COCO_train2014_000000511255.jpg,"this bathroom has two pictures of dogs in it"
COCO_train2014_000000511255.jpg,"A bathroom is shown with a toilet and sink ."
COCO_train2014_000000511255.jpg,"A bathroom is neatly organized with framed dog photos on the wall ."
COCO_train2014_000000511255.jpg,"A light green and black bathroom in a house with dog pictures on the wall"
COCO_train2014_000000038396.jpg,"a gray white and black bird some water and grass"
COCO_train2014_000000038396.jpg,"A large heron-like wading bird stepping into the water ."
COCO_train2014_000000038396.jpg,"a small bird stands in front of a water way"
COCO_train2014_000000038396.jpg,"A bird standing on the edge of grass near water ."
COCO_train2014_000000038396.jpg,"their is a duck in the water all alone ."
COCO_train2014_000000212530.jpg,"a man is dong a trick on a skateboard"
COCO_train2014_000000212530.jpg,"A person using a skateboard jumping in the air above it ."
COCO_train2014_000000212530.jpg,"A man performs a trick on a skateboard inside ."
COCO_train2014_000000212530.jpg,"man jumping up super high in a grey jacket"
COCO_train2014_000000212530.jpg,"Skateboarder performing aerial trick in large indoor area ."
COCO_train2014_000000422294.jpg,"Woman holding an umbrella standing on a trail in the woods ."
COCO_train2014_000000422294.jpg,"A girl in the woods holding an umbrella and a persons standing in the background ."
COCO_train2014_000000422294.jpg,"A woman in a coat holds an umbrella in the woods ."
COCO_train2014_000000422294.jpg,"In a forest , a woman holds an umbrella"
COCO_train2014_000000422294.jpg,"A woman holds an umbrella on a path in the forest ."
COCO_train2014_000000407667.jpg,"A bus is parked alongide the road to pick up passengers ."
COCO_train2014_000000407667.jpg,"A white , yellow and blue bus near a square clock ."
COCO_train2014_000000407667.jpg,"A city bus stopped on the side of a road , next toa large clock structure and three flags ."
COCO_train2014_000000407667.jpg,"A bus is parked near a clock and tall building ."
COCO_train2014_000000407667.jpg,"A city bus at a covered bus stop beside an outdoor clock ."
COCO_train2014_000000156284.jpg,"a couple of horses that are grazing some grass"
COCO_train2014_000000156284.jpg,"a large field with several horses eating"
COCO_train2014_000000156284.jpg,"Horses in a field next to the ocean under a cloudy sky ."
COCO_train2014_000000156284.jpg,"A group of brown horses standing on a lush green field ."
COCO_train2014_000000156284.jpg,"The horses are grazing on the grass by the water ."
COCO_train2014_000000267957.jpg,"A baseball player hitting a ball with his bat ."
COCO_train2014_000000267957.jpg,"a baseball player getting ready to swing the bat"
COCO_train2014_000000267957.jpg,"A batter prepares himself to hit the baseball coming towards him ."
COCO_train2014_000000267957.jpg,"A close up view from behind a baseball player at home plate ."
COCO_train2014_000000267957.jpg,"A man taking a swing at a baseball"
COCO_train2014_000000373895.jpg,"a tennis player is laying on the court in pain"
COCO_train2014_000000373895.jpg,"a male tennis player laying down on the tennis court ."
COCO_train2014_000000373895.jpg,"A man is laying on a tennis court with a racket in his hand ."
COCO_train2014_000000373895.jpg,"A man has fallen down during a tennis match ."
COCO_train2014_000000373895.jpg,"A professional tennis playing laying on the tennis court floor ."
COCO_train2014_000000227976.jpg,"A white stove top oven sitting in a kitchen ."
COCO_train2014_000000227976.jpg,"A gas kitchen stove and oven with a glass door and four burners ."
COCO_train2014_000000227976.jpg,"a stove with an oven on a wooden floor"
COCO_train2014_000000227976.jpg,"A white gas oven in the corner of a kitchen next to a white cabinet ."
COCO_train2014_000000227976.jpg,"There is a stove and oven combo with a teakettle nearby ."
COCO_train2014_000000505750.jpg,"A man talking on a phone while wearing a white shirt ."
COCO_train2014_000000505750.jpg,"A man talking on a phone while walking ."
COCO_train2014_000000505750.jpg,"THIS MAN IN A WHITE SHIRT AND GLASSES IS ON HIS PHONE"
COCO_train2014_000000505750.jpg,"Man on phone , blurred faces behind him through fence"
COCO_train2014_000000505750.jpg,"A man holding a cell phone in his hand near his ear ."
COCO_train2014_000000564235.jpg,"Computers and other electronics sitting on a cluttered desk ."
COCO_train2014_000000564235.jpg,"Assortment of electronic equipment on small desk in room ."
COCO_train2014_000000564235.jpg,"A cluttered computer desk with camera , book , headphones and other objects ."
COCO_train2014_000000564235.jpg,"a bunch of stuff is on a wood desk"
COCO_train2014_000000564235.jpg,"A cluttered desk with a computer , camera , and headphones ."
COCO_train2014_000000092794.jpg,"there are two horses alone in the middle of mountains"
COCO_train2014_000000092794.jpg,"Two horses standing together in an open field near some mountains ."
COCO_train2014_000000092794.jpg,"two horses eating grass close to a mountain"
COCO_train2014_000000092794.jpg,"The white and black horses are grazing near mountains ."
COCO_train2014_000000092794.jpg,"A couple of horses grazing on a lush green field ."
COCO_train2014_000000233588.jpg,"A woman walks down the street with an umbrella ."
COCO_train2014_000000233588.jpg,"A woman carries an umbrella while she walks down the street"
COCO_train2014_000000233588.jpg,"A woman in a dress and low heels is using an umbrella to shade herself from the sun as she crosses a city street ."
COCO_train2014_000000233588.jpg,"A lady walking near a freeway with umbrella over her head ."
COCO_train2014_000000233588.jpg,"A woman holding an umbrella is on a cross walk ."
COCO_train2014_000000219486.jpg,"a person riding a skate board at a skate park"
COCO_train2014_000000219486.jpg,"Skateboarder performing tricks at a skate park half pipe ."
COCO_train2014_000000219486.jpg,"A person is riding a skateboard down a ramp ."
COCO_train2014_000000219486.jpg,"A man skateboarding in an oval during the day ."
COCO_train2014_000000219486.jpg,"a shirtless skateboarder is about to perform a trick"
COCO_train2014_000000419013.jpg,"A man doing a skateboard trick in the middle of a road"
COCO_train2014_000000419013.jpg,"A man does a skateboard trick in front of a house ."
COCO_train2014_000000419013.jpg,"A skateboarder in the middle of performing a trick ."
COCO_train2014_000000419013.jpg,"A man flipping his skateboard on a street ."
COCO_train2014_000000419013.jpg,"a young man jumping in the air with his skateboard in a residential area"
COCO_train2014_000000237425.jpg,"A large brown dog chewing on a red frisbee ."
COCO_train2014_000000237425.jpg,"The puppy is enjoying playing with the frisbee ."
COCO_train2014_000000237425.jpg,"A brown dog has a red frisbee on a floral carpet ."
COCO_train2014_000000237425.jpg,"Brown and white dog chewing on a frisbee ."
COCO_train2014_000000237425.jpg,"A dog laying on a rug , chewing on a red Frisbee ."
COCO_train2014_000000135735.jpg,"a baby on the floor wearing a hat and neck tie"
COCO_train2014_000000135735.jpg,"A baby is posing for picture on his belly wearing a hat , tie , and diaper ."
COCO_train2014_000000135735.jpg,"What a cute picture of this baby in hat , tie , and diaper ."
COCO_train2014_000000135735.jpg,"A baby on his belly dressed in a man 's tie and a crocheted hat ."
COCO_train2014_000000135735.jpg,"A smiling baby wears a tan knit hat and a green tie ."
COCO_train2014_000000436085.jpg,"A train parked next to a body of water ."
COCO_train2014_000000436085.jpg,"a bunch of roads interwoven and over lapped"
COCO_train2014_000000436085.jpg,"Two trains pass over the tracks over a river ."
COCO_train2014_000000436085.jpg,"A black and white photo of a train yard in a large city ."
COCO_train2014_000000436085.jpg,"The roads and bridges are all covered in ice and snow ."
COCO_train2014_000000151237.jpg,"A man snowboarding down the side of a snow covered slope ."
COCO_train2014_000000151237.jpg,"A snowboarder is cutting his way across a slope ."
COCO_train2014_000000151237.jpg,"An individual wearing winter attire on top of a snow board ."
COCO_train2014_000000151237.jpg,"A man is going down a slope on a snowboard ."
COCO_train2014_000000151237.jpg,"A snowboarder is going down a snowy hill ."
COCO_train2014_000000574541.jpg,"A yellow motorcycle parked on the side of a street ."
COCO_train2014_000000574541.jpg,"A yellow motorcycle parked by the curb on a street"
COCO_train2014_000000574541.jpg,"A yellow motorcycle parked on the curb of a street ."
COCO_train2014_000000574541.jpg,"A fancy new , bright yellow motorcycle is parked beside a sidewalk on a small town street ."
COCO_train2014_000000574541.jpg,"A yellow motorcycle is parked on a street ."
COCO_train2014_000000028093.jpg,"There is a giraffe that is looking at something"
COCO_train2014_000000028093.jpg,"A giraffe standing up against a wire fence ."
COCO_train2014_000000028093.jpg,"A giraffe looks over a fence in a safari landscape ."
COCO_train2014_000000028093.jpg,"A giraffe in side of a large zoo ."
COCO_train2014_000000028093.jpg,"A giraffe is behind a fence surrounded by palm trees ."
COCO_train2014_000000378985.jpg,"A group of elephants are gathered on the dry banks of a riverbed ."
COCO_train2014_000000378985.jpg,"A herd of elephants walking on dirt next to water ."
COCO_train2014_000000378985.jpg,"Small herd of elephants near evaporated watering hole in native setting ."
COCO_train2014_000000378985.jpg,"a number of elephants walking towards a body of water"
COCO_train2014_000000378985.jpg,"A large group of elephants near a watering hole"
COCO_train2014_000000218035.jpg,"A man standing outside taking pictures with a cell phone ."
COCO_train2014_000000218035.jpg,"There is a man holding an object in his hands ."
COCO_train2014_000000218035.jpg,"A man with dark shades takes a picture on his phone ."
COCO_train2014_000000218035.jpg,"an older man taking a picture with his camera on his smart phone"
COCO_train2014_000000218035.jpg,"An old man is taking a picture with his cell phone ."
COCO_train2014_000000510087.jpg,"A young boy holding a small white dog while sitting on a boat ."
COCO_train2014_000000510087.jpg,"A small boy in a life jacket holding a dog"
COCO_train2014_000000510087.jpg,"There is a boy holding a dog in his lap"
COCO_train2014_000000510087.jpg,"A boy in a life vest holding a dog"
COCO_train2014_000000510087.jpg,"a boy wearing a lifevest holding a little dog wearing one too"
COCO_train2014_000000024915.jpg,"Someone is standing at the welcome mat in the snow ."
COCO_train2014_000000024915.jpg,"A view of someone 's feet hooked up in their snowboard ."
COCO_train2014_000000024915.jpg,"A snow boarder 's feet in the snow board in the snow"
COCO_train2014_000000024915.jpg,"a view of a guy standing on a snowboard with snow everywhere"
COCO_train2014_000000024915.jpg,"A person looking down at their feet in a snowboard ."
COCO_train2014_000000045215.jpg,"A living room with a small tv , couch , and hardwood floors ."
COCO_train2014_000000045215.jpg,"A living room has brown shiny wooden floors ."
COCO_train2014_000000045215.jpg,"a living room area with wood floors and couch"
COCO_train2014_000000045215.jpg,"A living room area with hardwood floors and a television at the end of the room ."
COCO_train2014_000000045215.jpg,"A living room has a table , couch , chair and television ."
COCO_train2014_000000429514.jpg,"A laptop is sitting on the couch next to the table"
COCO_train2014_000000429514.jpg,"A laptop sitting on a couch with cell phone on a table ."
COCO_train2014_000000429514.jpg,"A laptop sitting on top of a bed ."
COCO_train2014_000000429514.jpg,"A laptop on a couch that has three phones connected to it ."
COCO_train2014_000000429514.jpg,"Three cellphones all charging off of the same outlet area ."
COCO_train2014_000000175912.jpg,"A tennis player getting ready to hit a tennis ball ."
COCO_train2014_000000175912.jpg,"Tennis player in mid swing about to hit the ball"
COCO_train2014_000000175912.jpg,"A man is playing tennis on a lit court ."
COCO_train2014_000000175912.jpg,"A man swings his racket as the ball flies towards him ."
